name	description	median_diff
Hs~MGC:BC100932.1~uORF:IOH63371	Apolipoprotein A-I-binding protein	81.5
Hs~Ref:NM_206855.1~uORF:IOH41478	quaking homolog, KH domain RNA binding (mouse) (QKI), transcript variant 4	81.5
Hs~MGC:BC014029.1~uORF:IOH14050	ubiquitin protein ligase E3C (UBE3C)	81.5
Hs~MGC:BC000877.1~uORF:IOH3268	arginine vasopressin-induced 1 (AVPI1)	81.5
Hs~Ref:NM_017824.2~uORF:IOH9985	membrane-associated ring finger (C3HC4) 5 (MARCH5)	81.5
Hs~Ref:NM_001001683.1~uORF:IOH45938	mediator complex subunit 11 (MED11)	81.5
Hs~MGC:BC015413.1~uORF:IOH10971	Ropporin-1B	81.5
Hs~Ref:NM_021943.1~uORF:IOH22137	zinc finger, AN1-type domain 3 (ZFAND3)	81.0
Hs~MGC:BC024254.1~uORF:IOH13735	abl-interactor 1 (ABI1)	81.0
Hs~MGC:BC096097.2~uORF:IOH63199	Histidine ammonia-lyase	81.0
Hs~Ref:NM_201377.1~uORF:IOH43396	cancer susceptibility candidate 2 (CASC2), transcript variant 2	81.0
Hs~MGC:BC010128.2~uORF:IOH12234	transmembrane protein 100 (TMEM100)	81.0
Hs~Ref:NM_004466.3~uORF:IOH26127	glypican 5 (GPC5)	81.0
Hs~MGC:BC025263.1~uORF:IOH13964	cell division cycle associated 4 (CDCA4)	81.0
Hs~Ref:NM_018990.1~uORF:IOH27033	chromosome X open reading frame 9 (CXorf9)	80.5
Hs~Ref:NM_021254.1~uORF:IOH4573	chromosome 21 open reading frame 59 (C21orf59)	80.5
Hs~MGC:BC015350.1~uORF:IOH10316	queuine tRNA-ribosyltransferase 1 (tRNA-guanine transglycosylase) (QTRT1)	80.5
Hs~Ref:NM_020197.1~uORF:IOH42115	SET and MYND domain-containing protein 2	80.5
Hs~Ref:NM_170750.1~uORF:IOH41229	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 (PSMD10), transcript variant 2	80.5
Hs~MGC:BC017314.2~uORF:IOH14156	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1)	80.5
Hs~Ref:NM_031954.2~uORF:IOH25947	potassium channel tetramerisation domain containing 10 (KCTD10)	80.5
Hs~MGC:BC046131.1~uORF:IOH26912	COMM domain containing 2 (COMMD2)	80.5
Hs~Ref:NM_080838.1~uORF:IOH42456	WNT1-inducible-signaling pathway protein 1	80.5
Hs~Ref:NM_153283.1~uORF:IOH45449	hyaluronoglucosaminidase 1 (HYAL1), transcript variant 3	80.5
Hs~Ref:NM_153320.1~uORF:IOH12336	solute carrier family 22 (organic anion transporter), member 7 (SLC22A7), transcript variant 2	80.5
Hs~Ref:NM_002790.1~uORF:IOH29609	proteasome (prosome, macropain) subunit, alpha type, 5 (PSMA5)	80.5
Hs~MGC:BC006986.1~uORF:IOH7170	RNA binding motif protein 41 (RBM41)	80.5
Hs~Ref:NM_001007545.1~uORF:IOH40706	HEAT repeat containing 1 (HEATR1)	80.5
Hs~Ref:NM_002143.2~uORF:IOH4454	hippocalcin (HPCA)	80.5
Hs~Ref:NM_006498.1~uORF:IOH22699	lectin, galactoside-binding, soluble, 2 (LGALS2)	80.5
Hs~Ref:NM_006254.3~CAT:P2287	protein kinase C, delta (PRKCD), transcript variant 1	80.5
Hs~Ref:NM_013264.2~uORF:IOH45462	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 (DDX25)	80.5
Hs~Ref:NM_004935.1~CAT:PV3000	cyclin-dependent kinase 5 (CDK5) and p25: CDK5 and p25 sequences are seperated by -- (in protein list file).	80.0
Hs~Ref:NM_001016.2~uORF:IOH14179	ribosomal protein S12 (RPS12)	80.0
Hs~MGC:BC022270.1~uORF:IOH12872	CDKN2A interacting protein (CDKN2AIP)	80.0
Hs~MGC:BC042970.1~uORF:IOH25849	coactosin-like 1 (Dictyostelium) (COTL1)	80.0
Hs~Ref:NM_000373.1~uORF:IOH56733	uridine monophosphate synthetase (UMPS), mRNA.	80.0
Hs~Ref:NM_014050.1~uORF:IOH25727	28S ribosomal protein S32, mitochondrial	80.0
Hs~Ref:NM_032306.2~uORF:IOH5568	alkB, alkylation repair homolog 7 (E. coli) (ALKBH7)	80.0
Hs~Ref:NM_005038.1~uORF:IOH22406	peptidylprolyl isomerase D (cyclophilin D) (PPID)	80.0
Hs~Ref:NM_139249.2~uORF:IOH36785	membrane-spanning 4-domains, subfamily A, member 6E (MS4A6E)	80.0
Hs~MGC:BC020711.1~uORF:IOH46097	pregnancy specific beta-1-glycoprotein 11 (PSG11)	80.0
Hs~Ref:NM_002741.1~N/A	Serine/threonine-protein kinase N1	80.0
Hs~MGC:BC010642.1~uORF:IOH9701	zinc finger protein 22 (KOX 15) (ZNF22)	80.0
Hs~MGC:BC022237.1~uORF:IOH21440	ubiquitin-conjugating enzyme E2O (UBE2O)	80.0
Hs~Ref:NM_018848.2~uORF:IOH37996	McKusick-Kaufman syndrome (MKKS), transcript variant 1	80.0
Hs~MGC:BC037778.1~uORF:IOH62207	Valacyclovir hydrolase	79.5
Hs~MGC:BC001600.1~uORF:IOH4905	cell division cycle 123 homolog (S. cerevisiae) (CDC123)	79.5
Hs~MGC:BC067132.1~uORF:IOH39989	WD repeat domain 23 (WDR23)	79.5
Hs~MGC:NM_175870.3~uORF:IOH5318	hypothetical protein LOC90925 (LOC90925)	79.5
Hs~MGC:BC069329.1~uORF:IOH40250	interferon, alpha 21 (IFNA21)	79.5
Hs~Ref:NM_024112.1~uORF:IOH5161	chromosome 9 open reading frame 16 (C9orf16)	79.5
Hs~MGC:BC017328.2~uORF:IOH14721	angiotensin II receptor-associated protein (AGTRAP)	79.5
Hs~MGC:BC060838.1~uORF:IOH29287	aryl hydrocarbon receptor nuclear translocator (ARNT)	79.5
Hs~Ref:NM_005375.2~uORF:IOH39964	v-myb myeloblastosis viral oncogene homolog (avian) (MYB)	79.5
Hs~Ref:NM_206836.1~uORF:IOH45844	peroxisomal D3,D2-enoyl-CoA isomerase (PECI), transcript variant 2	79.0
Hs~MGC:BC024021.1~uORF:IOH12764	dipeptidase 2 (DPEP2)	79.0
Hs~MGC:BC033795.1~uORF:IOH21810	tetratricopeptide repeat domain 30B (TTC30B)	79.0
Hs~MGC:BC053670.1~uORF:IOH29013	carboxylesterase 3 (brain) (CES3)	79.0
Hs~MGC:BC032309.1~uORF:IOH27536	arylacetamide deacetylase (esterase) (AADAC)	79.0
Hs~Ref:NM_013301.1~uORF:IOH45819	Coiled-coil domain-containing protein 106	79.0
Hs~MGC:NM_170679.1~uORF:IOH13678	S-phase kinase-associated protein 1A (p19A) (SKP1A), transcript variant 2	79.0
Hs~MGC:BC009395.2~uORF:IOH13852	interferon regulatory factor 3 (IRF3)	79.0
Hs~Ref:NM_197972.1~uORF:IOH45886	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase) (NME7), transcript variant 2	79.0
Hs~Ref:NM_004409.2~CAT:PV3784	dystrophia myotonica-protein kinase (DMPK), transcript variant 2	79.0
Hs~Ref:NM_020215.2~uORF:IOH28060	chromosome 14 open reading frame 132 (C14orf132)	79.0
Hs~MGC:BC035143.1~uORF:IOH40223	Tigger transposable element-derived protein 1	79.0
Hs~Ref:NM_033506.1~uORF:IOH40035	F-box protein 24 (FBXO24), transcript variant 1	78.5
Hs~MGC:BC019861.1~uORF:IOH11354	UDP glucuronosyltransferase 1 family, polypeptide A6 (UGT1A6)	78.5
Hs~Ref:NM_198098.1~uORF:IOH54894	Aquaporin-1	78.5
Hs~Ref:NM_201262.1~uORF:IOH41260	DnaJ (Hsp40) homolog, subfamily C, member 12 (DNAJC12), transcript variant 2	78.5
Hs~MGC:BC053508.1~uORF:IOH29392	ADP-ribosylation factor-like 6 interacting protein 2 (ARL6IP2)	78.5
Hs~Ref:NM_017724.1~uORF:IOH29011	leucine rich repeat (in FLII) interacting protein 2 (LRRFIP2), transcript variant 2	78.5
Hs~Ref:NM_001002256.1~uORF:IOH41094	ATP synthase lipid-binding protein, mitochondrial	78.5
Hs~MGC:BC034275.1~uORF:IOH21410	Aspartate beta-hydroxylase domain-containing protein 1	78.5
Hs~MGC:BC032400.1~uORF:IOH21693	chromosome 16 open reading frame 44 (C16orf44)	78.5
Hs~MGC:BC047620.1~uORF:IOH28815	guanylate cyclase 1, soluble, beta 3 (GUCY1B3)	78.5
Hs~Ref:NM_031496.1~uORF:IOH4571	protocadherin alpha 2 (PCDHA2), transcript variant 3	78.5
Hs~Ref:NM_000184.1~uORF:IOH13644	hemoglobin, gamma G (HBG2)	78.5
Hs~Ref:NM_145237.1~uORF:IOH6581	similar to RNA polymerase I transcription factor RRN3 (LOC94431)	78.5
Hs~Ref:NM_001007024.1~uORF:IOH45919	golgi SNAP receptor complex member 1 (GOSR1), transcript variant 3	78.0
Hs~Ref:NM_012131.1~uORF:IOH35308	Claudin-17	78.0
Hs~MGC:BC007956.1~uORF:IOH29317	prolyl-tRNA synthetase 2, mitochondrial (putative) (PARS2)	78.0
Hs~MGC:BC041143.1~uORF:IOH26146	Acyl-CoA-binding domain-containing protein 4	78.0
Hs~MGC:NM_178034.1~uORF:IOH21503	phospholipase A2, group IVD (cytosolic) (PLA2G4D)	78.0
Hs~Ref:NM_181481.2~uORF:IOH42514	Uncharacterized protein C18orf1	78.0
Hs~MGC:BC023288.1~uORF:IOH28628	solute carrier family 10 (sodium/bile acid cotransporter family), member 7 (SLC10A7)	78.0
Hs~Ref:NM_005526.1~uORF:IOH13558	heat shock transcription factor 1 (HSF1)	78.0
Hs~MGC:BC034718.1~uORF:IOH21418	erythrocyte membrane protein band 4.1-like 2 (EPB41L2)	78.0
Hs~Ref:NM_004550.3~uORF:IOH4011	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) (NDUFS2)	78.0
Hs~MGC:BC016703.1~uORF:IOH13173	hypothetical protein FLJ20581 (FLJ20581)	78.0
Hs~MGC:BC024590.1~uORF:IOH11674	dynamin 1-like (DNM1L)	78.0
Hs~Ref:NM_054022.2~uORF:IOH41241	golgi SNAP receptor complex member 2 (GOSR2), transcript variant B	78.0
Hs~MGC:BC026083.1~uORF:IOH62071	ADAM metallopeptidase domain 5 pseudogene, mRNA (cDNA clone MGC:26894 IMAGE:4828475), complete cds.	78.0
Hs~MGC:BC071844.1~uORF:IOH63093	Claudin-7	78.0
Hs~Ref:NM_003348.3~uORF:IOH3538	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast) (UBE2N)	77.5
Hs~MGC:BC021704.1~uORF:IOH10916	MORN repeat containing 1 (MORN1)	77.5
Hs~MGC:BC025254.1~uORF:IOH12449	integrator complex subunit 3 (INTS3)	77.5
Hs~MGC:BC020748.1~uORF:IOH13116	glycosylphosphatidylinositol specific phospholipase D1 (GPLD1)	77.5
Hs~Ref:NM_145109.1~uORF:IOH21715	mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant B	77.5
Hs~Ref:NM_005850.3~uORF:IOH5494	splicing factor 3b, subunit 4, 49kDa (SF3B4)	77.5
Hs~Ref:NM_018097.1~uORF:IOH12063	centrosomal protein 27kDa (CEP27)	77.5
Hs~MGC:BC021664.1~uORF:IOH12244	solute carrier family 16, member 4 (monocarboxylic acid transporter 5) (SLC16A4)	77.5
Hs~Ref:NM_000773.2~uORF:IOH29616	cytochrome P450, family 2, subfamily E, polypeptide 1 (CYP2E1)	77.5
Hs~MGC:BC004277.1~uORF:IOH5499	Fanconi anemia, complementation group I (FANCI)	77.5
Hs~Ref:NM_006333.1~uORF:IOH9978	Nuclear nucleic acid-binding protein C1D	77.5
Hs~Ref:NM_006899.2~uORF:IOH4853	isocitrate dehydrogenase 3 (NAD+) beta (IDH3B), nuclear gene encoding mitochondrial protein, transcript variant 1	77.5
Hs~MGC:BC012303.1~uORF:IOH11142	PDZK1 interacting protein 1 (PDZK1IP1)	77.0
Hs~Ref:NM_016144.2~uORF:IOH7226	COMM domain containing 10 (COMMD10)	77.0
Hs~MGC:BC045606.1~uORF:IOH27193	nidogen 1 (NID1)	77.0
Hs~MGC:BC003573.1~uORF:IOH4891	farnesyl-diphosphate farnesyltransferase 1 (FDFT1)	77.0
Hs~Ref:NM_144769.1~uORF:IOH40875	forkhead box I1 (FOXI1), transcript variant 2	77.0
Hs~Ref:NM_004278.2~uORF:IOH57310	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	77.0
Hs~Ref:NM_001400.2~uORF:IOH14201	endothelial differentiation, sphingolipid G-protein-coupled receptor, 1 (EDG1)	77.0
Hs~Ref:NM_020139.1~uORF:IOH5065	3-hydroxybutyrate dehydrogenase, type 2 (BDH2)	77.0
Hs~Ref:NM_182770.1~uORF:IOH53444	cAMP responsive element modulator (CREM), transcript variant 14, mRNA.	76.5
Hs~Ref:NM_012425.2~uORF:IOH3398	Ras suppressor protein 1 (RSU1), transcript variant 1	76.5
Hs~MGC:BC041339.1~uORF:IOH25831	chromosome 22 open reading frame 25 (C22orf25)	76.5
Hs~Ref:NM_015449.1~uORF:IOH3953	chromosome 1 open reading frame 43 (C1orf43), transcript variant 1	76.5
Hs~Ref:NM_000208.1~CAT:PV3781	Insulin receptor	76.5
Hs~Ref:NM_002164.1~uORF:IOH11462	indoleamine-pyrrole 2,3 dioxygenase (INDO)	76.5
Hs~Ref:NM_002651.1~uORF:IOH44432	Phosphatidylinositol 4-kinase beta	76.5
Hs~Ref:NM_002755.2~CAT:PV3303	mitogen-activated protein kinase kinase 1 (MAP2K1); see catalog number for detailed information on wild-type or point mutant status	76.5
Hs~MGC:BC015821.1~uORF:IOH14398	myosin, light chain 2, regulatory, cardiac, slow (MYL2)	76.5
Hs~MGC:BC095406.1~uORF:IOH62661	Core histone macro-H2A.1	76.5
Hs~Ref:NM_001893.3~N/A	casein kinase 1, delta (CSNK1D), transcript variant 1	76.5
Hs~Ref:NM_003994.4~uORF:IOH44526	KIT ligand (KITLG), transcript variant a	76.5
Hs~Ref:NM_002484.1~uORF:IOH41188	nucleotide binding protein 1 (MinD homolog, E. coli) (NUBP1)	76.5
Hs~Ref:NM_152618.2~uORF:IOH55646	Bardet-Biedl syndrome 12 protein	76.0
Hs~Ref:NM_005735.2~uORF:IOH5572	ARP1 actin-related protein 1 homolog B, centractin beta (yeast) (ACTR1B)	76.0
Hs~Ref:NM_000818.1~uORF:IOH42395	Glutamate decarboxylase 2	76.0
Hs~N/A:NM_006206.3~CAT:PV4680	platelet-derived growth factor receptor, alpha polypeptide (PDGFRA); see catalog number for detailed information on wild-type or point mutant status	76.0
Hs~MGC:BC071651.1~uORF:IOH61799	Protein Dom3Z	76.0
Hs~MGC:BC008042.2~uORF:IOH57013	Tumor necrosis factor ligand superfamily member 13	76.0
Hs~Ref:NM_005127.2~uORF:IOH54638	C-type lectin domain family 2 member B	76.0
Hs~MGC:BC001467.1~uORF:IOH4030	acireductone dioxygenase 1 (ADI1)	76.0
Hs~Ref:NM_015991.1~uORF:IOH23091	complement component 1, q subcomponent, A chain (C1QA)	75.5
Hs~Ref:NM_016338.3~uORF:IOH21768	importin 11 (IPO11)	75.5
Hs~MGC:BC007840.2~uORF:IOH6710	succinate dehydrogenase complex, subunit B, iron sulfur (Ip) (SDHB)	75.5
Hs~MGC:BC020867.1~uORF:IOH12282	solute carrier family 6 (neurotransmitter transporter, GABA), member 13 (SLC6A13)	75.5
Hs~MGC:BC013031.1~uORF:IOH13433	Pleckstrin homology-like domain family B member 1	75.5
Hs~Ref:NM_004398.2~uORF:IOH38427	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 (DDX10)	75.5
Hs~Ref:NM_052819.1~uORF:IOH3124	caspase recruitment domain family, member 14 (CARD14), transcript variant 2	75.5
Hs~Ref:XM_293034.2~uORF:IOH41557	UPF0566 protein	75.5
Hs~MGC:BC016312.1~uORF:IOH27887	chromosome 15 open reading frame 15 (C15orf15)	75.5
Hs~MGC:BC010078.1~uORF:IOH13024	Retinoid-inducible serine carboxypeptidase	75.5
Hs~Ref:NM_016205.1~uORF:IOH42087	platelet derived growth factor C (PDGFC), mRNA.	75.5
Hs~MGC:BC032698.1~uORF:IOH27591	ephrin-A1 (EFNA1)	75.0
Hs~Ref:NM_001791.2~uORF:IOH10262	cell division cycle 42 (GTP binding protein, 25kDa) (CDC42), transcript variant 1	75.0
Hs~Ref:NM_016638.1~uORF:IOH4953	ADP-ribosylation factor-like protein 6-interacting protein 4	75.0
Hs~Ref:NM_177524.1~uORF:IOH45900	mesoderm specific transcript homolog (mouse) (MEST), transcript variant 2	75.0
Hs~MGC:BC009015.1~uORF:IOH3279	serpin peptidase inhibitor, clade B (ovalbumin), member 1 (SERPINB1)	75.0
Hs~Ref:NM_004649.1~uORF:IOH5054	chromosome 21 open reading frame 33 (C21orf33), nuclear gene encoding mitochondrial protein, transcript variant 1	75.0
Hs~Ref:NM_000023.1~uORF:IOH10645	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein) (SGCA)	75.0
Hs~Ref:NM_004887.2~uORF:IOH5492	chemokine (C-X-C motif) ligand 14 (CXCL14)	75.0
Hs~Ref:NM_016641.2~uORF:IOH14021	membrane interacting protein of RGS16 (MIR16)	75.0
Hs~Ref:NM_025261.1~uORF:IOH43145	lymphocyte antigen 6 complex, locus G6C (LY6G6C)	75.0
Hs~Ref:NM_170775.1~uORF:IOH43500	Small conductance calcium-activated potassium channel protein 2	75.0
Hs~Ref:NM_170707.1~uORF:IOH41769	Lamin-A/C	74.5
Hs~Ref:NM_006321.1~uORF:IOH3683	ariadne homolog 2 (Drosophila) (ARIH2)	74.5
Hs~Ref:NM_017861.1~uORF:IOH10774	phosphatidylinositol glycan anchor biosynthesis, class X (PIGX)	74.5
Hs~MGC:BC018048.1~uORF:IOH10610	pro-melanin-concentrating hormone (PMCH)	74.5
Hs~MGC:BC003606.1~uORF:IOH4960	XK, Kell blood group complex subunit-related family, member 8 (XKR8)	74.5
Hs~MGC:NM_007041.1~uORF:IOH10743	Arginyl-tRNA--protein transferase 1	74.5
Hs~MGC:BC002877.2~uORF:IOH5717	Metallophosphoesterase 1	74.5
Hs~MGC:BC021670.1~uORF:IOH27879	ferritin, light polypeptide (FTL)	74.5
Hs~Ref:NM_032853.2~uORF:IOH42561	melanoma associated antigen (mutated) 1 (MUM1)	74.5
Hs~MGC:BC063110.1~uORF:IOH40721	interleukin 17 receptor E (IL17RE)	74.0
Hs~MGC:BC009009.1~uORF:IOH3263	phospholipase C, beta 2 (PLCB2)	74.0
Hs~Ref:NM_152772.1~uORF:IOH21739	T-complex protein 11-like protein 2	74.0
Hs~Ref:NM_021159.2~uORF:IOH3912	RAP1, GTP-GDP dissociation stimulator 1 (RAP1GDS1), transcript variant 2	74.0
Hs~Ref:NM_006343.1~CAT:PV3627	Proto-oncogene tyrosine-protein kinase MER	74.0
Hs~MGC:BC011952.1~uORF:IOH10475	family with sequence similarity 18, member B2 (FAM18B2)	74.0
Hs~MGC:BC031074.1~uORF:IOH22532	poly (ADP-ribose) polymerase family, member 16 (PARP16)	74.0
Hs~Ref:NM_022720.2~uORF:IOH12840	DiGeorge syndrome critical region gene 8 (DGCR8)	74.0
Hs~Ref:NM_144971.1~uORF:IOH10719	hypothetical protein MGC26641 (MGC26641)	74.0
Hs~Ref:NM_002136.1~uORF:IOH3526	heterogeneous nuclear ribonucleoprotein A1 (HNRNPA1), transcript variant 1	73.5
Hs~MGC:BC043528.1~uORF:IOH26294	Glycosyltransferase 1 domain-containing protein 1	73.5
Hs~Ref:NM_016034.2~uORF:IOH6982	mitochondrial ribosomal protein S2 (MRPS2), nuclear gene encoding mitochondrial protein	73.5
Hs~Ref:NM_001018.2~uORF:IOH1683	ribosomal protein S15 (RPS15)	73.5
Hs~MGC:BC040152.1~uORF:IOH26252	dolichyl pyrophosphate phosphatase 1 (DOLPP1)	73.5
Hs~Ref:NM_020525.4~uORF:IOH40162	interleukin 22 (IL22)	73.5
Hs~MGC:BC052600.1~uORF:IOH29370	zinc finger protein 718 (ZNF718)	73.5
Hs~MGC:BC005187.1~uORF:IOH7207	ubiquitin-fold modifier conjugating enzyme 1 (UFC1)	73.5
Hs~MGC:BC021992.1~uORF:IOH13921	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (PRKRIR)	73.0
Hs~MGC:BC057806.1~uORF:IOH29150	insulin-like growth factor binding protein 1 (IGFBP1)	73.0
Hs~Ref:NM_004724.2~uORF:IOH42575	ZW10, kinetochore associated, homolog (Drosophila) (ZW10)	73.0
Hs~Ref:NM_022572.1~uORF:IOH6351	paroxysmal nonkinesigenic dyskinesia (PNKD), transcript variant 2	73.0
Hs~Ref:NM_133484.1~uORF:IOH2979	TRAF family member-associated NFKB activator (TANK), transcript variant 2	73.0
Hs~MGC:BC025781.1~uORF:IOH11788	signal peptide peptidase 3 (UNQ1887)	73.0
Hs~Ref:NM_032357.2~uORF:IOH40902	coiled-coil domain containing 115 (CCDC115)	72.5
Hs~MGC:BC070189.1~uORF:IOH40809	FK506 binding protein 6, 36kDa pseudogene (LOC541473)	72.5
Hs~Ref:NM_006805.2~uORF:IOH10215	heterogeneous nuclear ribonucleoprotein A0 (HNRNPA0)	72.5
Hs~MGC:BC014146.2~uORF:IOH12774	adaptor-related protein complex 4, beta 1 subunit (AP4B1)	72.5
Hs~MGC:BC028983.1~uORF:IOH22379	fragile X mental retardation, autosomal homolog 1 (FXR1)	72.5
Hs~Ref:NM_025128.3~uORF:IOH45812	MUS81 endonuclease homolog (S. cerevisiae) (MUS81)	72.5
Hs~Ref:NM_004438.1~CAT:PV3651	Ephrin type-A receptor 4	72.5
Hs~Ref:NM_014241.2~uORF:IOH12805	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A, mRNA (cDNA clone MGC:13358 IMAGE:4293342), complete cds	72.5
Hs~MGC:BC036184.1~uORF:IOH62166	Tropomodulin-2	72.5
Hs~Ref:NM_002362.2~uORF:IOH11259	melanoma antigen family A, 4 (MAGEA4), transcript variant 2	72.5
Hs~Ref:NM_002623.2~uORF:IOH12205	prefoldin subunit 4 (PFDN4)	72.5
Hs~Ref:NM_005400.1~N/A	protein kinase C, epsilon (PRKCE)	72.5
Hs~Ref:NM_002957.3~CAT:PV4799	retinoid X receptor, alpha (RXRA)	72.5
Hs~MGC:BC098400.1~uORF:IOH62654	C-terminal-binding protein 1	72.0
Hs~MGC:BC001817.1~uORF:IOH5174	Acyl-CoA dehydrogenase family member 9, mitochondrial	72.0
Hs~Ref:NM_004725.2~uORF:IOH4613	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast) (BUB3), transcript variant 1	72.0
Hs~Ref:NM_022787.2~uORF:IOH13215	nicotinamide nucleotide adenylyltransferase 1 (NMNAT1)	72.0
Hs~Ref:NM_019854.2~uORF:IOH11043	Protein arginine N-methyltransferase 8	72.0
Hs~MGC:BC092477.1~uORF:IOH62628	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	72.0
Hs~MGC:BC004349.1~uORF:IOH4355	RAN binding protein 3 (RANBP3)	72.0
Hs~MGC:BC103921.1~uORF:IOH63385	Protein Wnt-3a	72.0
Hs~MGC:BC060819.1~uORF:IOH29138	zinc finger E-box binding homeobox 2 (ZEB2)	72.0
Hs~Ref:NM_004811.1~uORF:IOH13601	leupaxin (LPXN)	72.0
Hs~Ref:NM_002648.1~CAT:PV3503	pim-1 oncogene (PIM1)	71.5
Hs~MGC:BC066340.1~uORF:IOH40104	Biogenesis of lysosome-related organelles complex 1 subunit 1	71.5
Hs~MGC:BC047703.2~uORF:IOH26704	phospholipase A1 member A (PLA1A)	71.5
Hs~MGC:BC041421.1~uORF:IOH28778	nuclear receptor subfamily 2, group E, member 3 (NR2E3)	71.5
Hs~MGC:BC017918.1~uORF:IOH12709	chromosome 9 open reading frame 19 (C9orf19)	71.5
Hs~MGC:BC020729.1~uORF:IOH12978	cyclin E2 (CCNE2)	71.5
Hs~Ref:NM_020166.2~uORF:IOH3833	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) (MCCC1)	71.5
Hs~Ref:NM_013257.3~uORF:IOH41642	serum/glucocorticoid regulated kinase family, member 3 (SGK3), transcript variant 1	71.5
Hs~MGC:BC025314.1~uORF:IOH13984	immunoglobulin heavy constant gamma 1 (G1m marker) (IGHG1)	71.5
Hs~Ref:NM_006886.2~uORF:IOH3903	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit (ATP5E), nuclear gene encoding mitochondrial protein	71.5
Hs~Ref:NM_018153.2~uORF:IOH12656	anthrax toxin receptor 1 (ANTXR1), transcript variant 3	71.5
Hs~MGC:BC045768.1~uORF:IOH26324	kelch-like 17 (Drosophila) (KLHL17)	71.5
Hs~Ref:NM_018325.1~uORF:IOH45695	chromosome 9 open reading frame 72 (C9orf72), transcript variant 1	71.0
Hs~Ref:NM_001007258.1~uORF:IOH22078	SET domain containing 4 (SETD4), transcript variant 2	71.0
Hs~MGC:BC022812.1~uORF:IOH46102	podoplanin (PDPN)	71.0
Hs~MGC:BC044567.1~uORF:IOH26762	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 (PLEKHA3)	71.0
Hs~Ref:NM_152737.1~uORF:IOH22453	ring finger protein 182 (RNF182)	71.0
Hs~Ref:NM_002884.1~uORF:IOH14475	RAP1A, member of RAS oncogene family (RAP1A), transcript variant 2	71.0
Hs~Ref:NM_022789.2~uORF:IOH40292	interleukin 25 (IL25), transcript variant 1	71.0
Hs~MGC:BC007681.2~uORF:IOH6233	Ras-related protein Rab-26	71.0
Hs~Ref:NM_000175.2~uORF:IOH5104	Glucose-6-phosphate isomerase	70.5
Hs~MGC:BC045641.1~uORF:IOH25886	glutamine-fructose-6-phosphate transaminase 1 (GFPT1)	70.5
Hs~Ref:NM_015459.3~uORF:IOH37933	DKFZP564J0863 protein (DKFZP564J0863)	70.5
Hs~Ref:NM_016079.1~uORF:IOH5607	vacuolar protein sorting 24 homolog (S. cerevisiae) (VPS24), transcript variant 1	70.5
Hs~MGC:BC057770.1~uORF:IOH29234	solute carrier family 27 (fatty acid transporter), member 2 (SLC27A2)	70.5
Hs~Ref:NM_001277.1~uORF:IOH21323	choline kinase alpha (CHKA), transcript variant 1	70.5
Hs~Ref:NM_014286.2~uORF:IOH1769	frequenin homolog (Drosophila) (FREQ)	70.5
Hs~MGC:BC008077.2~uORF:IOH6111	Signal recognition particle receptor subunit alpha	70.5
Hs~MGC:BC070203.1~uORF:IOH40798	collagen, type IV, alpha 6 (COL4A6)	70.5
Hs~MGC:BC022253.1~uORF:IOH13441	solute carrier family 6, member 15 (SLC6A15)	70.0
Hs~MGC:BC039577.1~uORF:IOH26185	paraneoplastic antigen MA1 (PNMA1)	70.0
Hs~Ref:NM_033214.2~uORF:IOH60256	Glycerol kinase 2	70.0
Hs~Ref:NM_002431.1~uORF:IOH3100	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis) (MNAT1)	70.0
Hs~MGC:BC016789.1~uORF:IOH13602	glycine-N-acyltransferase-like 2 (GLYATL2)	70.0
Hs~Ref:NM_024677.3~uORF:IOH22080	NOL1/NOP2/Sun domain family, member 7 (NSUN7)	70.0
Hs~MGC:BC001213.1~uORF:IOH4785	Putative methyltransferase METT10D	70.0
Hs~Ref:NM_004069.3~uORF:IOH58971	AP-2 complex subunit sigma-1	70.0
Hs~Ref:NM_003295.1~uORF:IOH25767	tumor protein, translationally-controlled 1 (TPT1)	70.0
Hs~MGC:BC056146.1~uORF:IOH29058	hook homolog 3 (Drosophila) (HOOK3)	70.0
Hs~MGC:BC009195.2~uORF:IOH12344	heat shock protein 90kDa beta (Grp94), member 1 (HSP90B1)	69.5
